Entity,Code,Year,"Total employment in tourism industries per 1,000 people"
Monaco,MCO,2013,166.3143
Monaco,MCO,2014,160.42485
Monaco,MCO,2015,152.23596
Monaco,MCO,2016,147.44913
Monaco,MCO,2017,201.5915
Monaco,MCO,2018,204.30615
Monaco,MCO,2019,207.18051
Monaco,MCO,2020,189.10542
Monaco,MCO,2021,186.78012
Monaco,MCO,2022,201.49426
Mongolia,MNG,2009,27.22251
Mongolia,MNG,2010,29.096087
Mongolia,MNG,2011,24.230452
Mongolia,MNG,2012,17.357054
Mongolia,MNG,2013,17.926727
Mongolia,MNG,2014,18.570627
Mongolia,MNG,2015,19.05576
Mongolia,MNG,2016,16.110813
Mongolia,MNG,2017,17.439281
Mongolia,MNG,2018,17.339949
Mongolia,MNG,2019,18.86719
Mongolia,MNG,2020,14.87516
Mongolia,MNG,2021,14.533137
Mongolia,MNG,2022,12.8064995
Montenegro,MNE,2005,17.348598
Montenegro,MNE,2006,17.353525
Montenegro,MNE,2007,17.366922
Montenegro,MNE,2008,23.702148
Montenegro,MNE,2009,25.298643
Montenegro,MNE,2010,20.566692
Montenegro,MNE,2011,18.966604
Montenegro,MNE,2012,20.51933
Montenegro,MNE,2013,22.109814
Montenegro,MNE,2014,22.173792
Montenegro,MNE,2015,22.913425
Montenegro,MNE,2016,23.52274
Montenegro,MNE,2017,24.189062
Montenegro,MNE,2018,26.021479
Montenegro,MNE,2019,29.99969
Montenegro,MNE,2020,21.918427
Montenegro,MNE,2021,25.206425
Montenegro,MNE,2022,35.096397
Morocco,MAR,2008,12.0860195
Morocco,MAR,2009,12.862628
Morocco,MAR,2010,13.336616
Morocco,MAR,2011,13.976417
Morocco,MAR,2012,14.540441
Morocco,MAR,2013,14.79834
Morocco,MAR,2014,14.764017
Morocco,MAR,2015,14.649965
Morocco,MAR,2016,14.70443
Morocco,MAR,2017,15.008578
Morocco,MAR,2018,15.290281
Morocco,MAR,2019,15.603034
Mozambique,MOZ,2010,1.4652661
Mozambique,MOZ,2011,1.7759703
Mozambique,MOZ,2012,1.8612984
Mozambique,MOZ,2016,1.6058757
Namibia,NAM,2011,10.203464
Namibia,NAM,2012,21.916864
Namibia,NAM,2013,18.423923
Namibia,NAM,2014,16.391712
Namibia,NAM,2015,18.826561
Namibia,NAM,2016,17.382612
Netherlands,NLD,2019,38.585873
New Zealand,NZL,2000,23.268497
New Zealand,NZL,2001,23.626823
New Zealand,NZL,2002,24.360218
New Zealand,NZL,2003,25.12812
New Zealand,NZL,2004,26.02897
New Zealand,NZL,2005,26.053179
New Zealand,NZL,2006,22.21456
New Zealand,NZL,2007,38.85143
New Zealand,NZL,2008,39.368168
New Zealand,NZL,2009,37.622807
New Zealand,NZL,2010,36.621098
New Zealand,NZL,2011,36.621243
New Zealand,NZL,2012,36.584686
New Zealand,NZL,2013,36.55257
New Zealand,NZL,2014,35.237854
New Zealand,NZL,2015,36.358616
New Zealand,NZL,2016,36.459908
New Zealand,NZL,2017,38.044792
New Zealand,NZL,2018,37.850624
New Zealand,NZL,2019,38.140766
New Zealand,NZL,2020,37.94952
New Zealand,NZL,2021,34.20329
New Zealand,NZL,2022,33.867702
Nicaragua,NIC,2010,6.10027
Nicaragua,NIC,2011,6.358422
Nicaragua,NIC,2012,7.2865424
Nicaragua,NIC,2013,8.021591
Nicaragua,NIC,2014,7.912317
Nicaragua,NIC,2015,7.724308
Nicaragua,NIC,2016,8.455455
Nicaragua,NIC,2017,8.913536
Nicaragua,NIC,2018,8.203031
Nicaragua,NIC,2019,7.279839
Nicaragua,NIC,2020,7.1893497
Nicaragua,NIC,2021,7.2237535
Nicaragua,NIC,2022,6.745251
Nigeria,NGA,2014,4.741875
Nigeria,NGA,2015,5.67939
Nigeria,NGA,2016,7.3136153
Nigeria,NGA,2017,7.280233
Nigeria,NGA,2018,7.2558265
Nigeria,NGA,2019,7.2401147
Nigeria,NGA,2020,1.7677885
Nigeria,NGA,2021,1.7901491
Nigeria,NGA,2022,1.8153634
Norway,NOR,2006,28.301775
Norway,NOR,2007,29.30548
Norway,NOR,2008,29.55056
Norway,NOR,2009,29.82216
Norway,NOR,2010,29.493818
Norway,NOR,2011,30.58772
Norway,NOR,2012,30.487465
Norway,NOR,2013,30.29453
Norway,NOR,2014,30.540758
Norway,NOR,2015,30.675697
Norway,NOR,2016,31.035278
Norway,NOR,2017,33.296658
Norway,NOR,2018,33.698868
Norway,NOR,2019,34.182697
Norway,NOR,2020,30.803413
Palestine,PSE,2007,2.8367321
Palestine,PSE,2009,3.9783304
Palestine,PSE,2010,3.998591
Palestine,PSE,2011,3.883708
Palestine,PSE,2012,5.4800134
Palestine,PSE,2013,4.912793
Palestine,PSE,2014,6.0010605
Palestine,PSE,2015,4.799222
Palestine,PSE,2016,6.1734486
Palestine,PSE,2017,7.1688414
Palestine,PSE,2018,7.1949964
Palestine,PSE,2019,8.390862
Palestine,PSE,2020,7.1601996
Palestine,PSE,2021,7.868335
Panama,PAN,1998,19.72725
Panama,PAN,1999,23.729097
Panama,PAN,2000,27.934717
Panama,PAN,2001,28.464806
Panama,PAN,2002,29.784527
Panama,PAN,2003,30.522165
Panama,PAN,2004,32.239292
Panama,PAN,2005,33.72839
Panama,PAN,2006,33.147034
Panama,PAN,2007,34.622036
Panama,PAN,2008,36.4593
Panama,PAN,2009,36.018578
Panama,PAN,2010,35.764
Panama,PAN,2011,35.389122
Panama,PAN,2012,35.108772
Panama,PAN,2013,34.77685
Panama,PAN,2014,34.40995
Panama,PAN,2015,34.047417
Panama,PAN,2016,33.710384
Panama,PAN,2017,33.687958
Panama,PAN,2018,33.361973
Panama,PAN,2019,33.20614
Panama,PAN,2020,32.81261
Panama,PAN,2021,32.55228
Panama,PAN,2022,32.22162
Paraguay,PRY,2006,0.67845637
Paraguay,PRY,2007,0.6910839
Paraguay,PRY,2008,0.8025187
Paraguay,PRY,2009,0.8601286
Paraguay,PRY,2010,0.9794398
Paraguay,PRY,2011,1.289849
Paraguay,PRY,2012,1.3396617
Paraguay,PRY,2013,1.5044013
Paraguay,PRY,2014,1.5980715
Paraguay,PRY,2015,1.721029
Paraguay,PRY,2016,1.8082526
Paraguay,PRY,2017,1.7984885
Paraguay,PRY,2018,1.6803106
Paraguay,PRY,2019,1.8725845
Paraguay,PRY,2020,1.4840071
Paraguay,PRY,2021,1.4212655
Paraguay,PRY,2022,1.493981
Peru,PER,2003,1.4503008
Peru,PER,2004,1.4361527
Peru,PER,2005,1.4590138
Peru,PER,2006,1.553426
Peru,PER,2007,1.6823981
Peru,PER,2008,1.8802859
Peru,PER,2009,1.9725355
Peru,PER,2010,2.0972273
Peru,PER,2011,2.2863708
Peru,PER,2012,2.57188
Peru,PER,2013,2.8170989
Peru,PER,2014,2.722821
Peru,PER,2015,2.8564298
Peru,PER,2016,3.0453732
Peru,PER,2017,3.3200703
Peru,PER,2018,3.2604344
Peru,PER,2019,3.328269
Peru,PER,2020,2.3143513
Peru,PER,2021,2.3826842
Peru,PER,2022,2.6287932
Philippines,PHL,2000,33.14269
Philippines,PHL,2001,33.46376
Philippines,PHL,2002,33.694927
Philippines,PHL,2003,34.6977
Philippines,PHL,2004,35.61569
Philippines,PHL,2005,35.6299
Philippines,PHL,2006,38.53244
Philippines,PHL,2007,38.967808
Philippines,PHL,2008,39.28841
Philippines,PHL,2009,41.44759
Philippines,PHL,2010,42.828762
Philippines,PHL,2011,43.42046
Philippines,PHL,2012,45.53009
Philippines,PHL,2013,46.13214
Philippines,PHL,2014,46.440525
Philippines,PHL,2015,47.202156
Philippines,PHL,2016,48.943314
Philippines,PHL,2017,48.73303
Philippines,PHL,2018,49.01097
Philippines,PHL,2019,51.613342
Philippines,PHL,2020,41.764336
Philippines,PHL,2021,43.279922
Philippines,PHL,2022,46.944508
Poland,POL,2005,15.924194
Poland,POL,2006,16.484915
Poland,POL,2008,18.075634
Poland,POL,2010,1.939869
Portugal,PRT,2005,37.70363
Portugal,PRT,2006,38.58203
Portugal,PRT,2007,38.954865
Portugal,PRT,2008,39.79436
Portugal,PRT,2011,32.423264
Portugal,PRT,2012,30.904142
Portugal,PRT,2013,30.643167
Portugal,PRT,2014,31.625372
Portugal,PRT,2015,35.958576
Portugal,PRT,2016,37.675022
Portugal,PRT,2017,41.003456
Portugal,PRT,2018,44.50211
Portugal,PRT,2019,41.71816
Portugal,PRT,2020,38.89005
Portugal,PRT,2021,38.059444
Puerto Rico,PRI,2016,24.568413
Puerto Rico,PRI,2017,24.5857
Puerto Rico,PRI,2018,24.042057
Puerto Rico,PRI,2019,25.69931
Puerto Rico,PRI,2020,18.346659
Reunion,REU,2005,11.68417
Reunion,REU,2006,11.234855
Reunion,REU,2007,12.253109
Reunion,REU,2008,12.283021
Reunion,REU,2009,12.574048
Reunion,REU,2010,13.008005
Reunion,REU,2011,13.395325
Reunion,REU,2012,13.371799
Reunion,REU,2013,13.921678
Reunion,REU,2014,13.74207
Reunion,REU,2015,14.566205
Reunion,REU,2016,15.066157
Reunion,REU,2017,15.603876
Reunion,REU,2018,14.586683
Reunion,REU,2019,17.3796
Reunion,REU,2020,17.992878
Romania,ROU,2005,16.0772
Romania,ROU,2006,16.839155
Romania,ROU,2007,18.328457
Romania,ROU,2008,19.277231
Romania,ROU,2009,19.00673
Romania,ROU,2010,18.406881
Romania,ROU,2011,19.603582
Romania,ROU,2014,17.496588
Romania,ROU,2015,17.248991
Romania,ROU,2016,18.79431
Romania,ROU,2017,18.944199
Romania,ROU,2018,24.431221
Romania,ROU,2019,24.649332
Romania,ROU,2020,23.50397
Russia,RUS,2008,3.8886368
Russia,RUS,2009,3.5317166
Russia,RUS,2010,3.4956393
Russia,RUS,2011,3.4655373
Russia,RUS,2012,3.4084034
Russia,RUS,2013,3.3114138
Russia,RUS,2014,3.4569452
Russia,RUS,2015,9.210805
San Marino,SMR,2001,21.786331
San Marino,SMR,2002,21.408062
San Marino,SMR,2003,20.810162
San Marino,SMR,2004,21.360254
San Marino,SMR,2005,21.083916
San Marino,SMR,2006,21.923767
San Marino,SMR,2007,25.022158
San Marino,SMR,2008,26.9179
San Marino,SMR,2010,27.375359
San Marino,SMR,2011,26.992607
San Marino,SMR,2012,26.571924
San Marino,SMR,2013,27.644838
San Marino,SMR,2014,27.967884
San Marino,SMR,2015,29.299063
San Marino,SMR,2016,29.250885
San Marino,SMR,2017,29.066387
San Marino,SMR,2018,28.937696
San Marino,SMR,2019,28.840054
San Marino,SMR,2020,33.624554
San Marino,SMR,2021,40.463596
Sao Tome and Principe,STP,2016,9.003348
Saudi Arabia,SAU,2004,16.956213
Saudi Arabia,SAU,2005,16.161278
Saudi Arabia,SAU,2006,16.568932
Saudi Arabia,SAU,2007,19.069878
Saudi Arabia,SAU,2008,20.032822
Saudi Arabia,SAU,2009,25.456017
Saudi Arabia,SAU,2010,25.01513
Saudi Arabia,SAU,2011,24.107668
Saudi Arabia,SAU,2012,25.796412
Saudi Arabia,SAU,2013,28.439539
Saudi Arabia,SAU,2014,28.694956
Saudi Arabia,SAU,2015,15.921631
Saudi Arabia,SAU,2016,16.838053
Saudi Arabia,SAU,2017,17.412165
Saudi Arabia,SAU,2018,18.195219
Saudi Arabia,SAU,2019,18.742939
Saudi Arabia,SAU,2020,21.926867
Saudi Arabia,SAU,2021,24.353323
Saudi Arabia,SAU,2022,27.354479
Senegal,SEN,2010,7.9142613
Senegal,SEN,2011,7.716703
Senegal,SEN,2012,7.5128665
Senegal,SEN,2013,7.29349
Senegal,SEN,2014,7.0660887
Senegal,SEN,2015,6.8524427
Senegal,SEN,2016,6.651361
Senegal,SEN,2017,6.462035
Serbia,SRB,2006,11.82204
Serbia,SRB,2007,10.370178
Serbia,SRB,2008,11.912611
Serbia,SRB,2009,10.383354
Serbia,SRB,2010,20.660173
Serbia,SRB,2011,18.194515
Serbia,SRB,2012,17.407038
Serbia,SRB,2013,17.536665
Serbia,SRB,2014,18.734772
Serbia,SRB,2015,21.595995
Serbia,SRB,2016,21.484453
Serbia,SRB,2017,22.605474
Serbia,SRB,2018,23.489975
Serbia,SRB,2019,23.312721
Serbia,SRB,2020,21.482908
Serbia,SRB,2021,21.856695
Serbia,SRB,2022,23.515663
Sierra Leone,SLE,2007,0.44926795
Sierra Leone,SLE,2008,0.54930437
Sierra Leone,SLE,2009,0.4854966
Sierra Leone,SLE,2010,0.58656067
Sierra Leone,SLE,2011,0.7338046
Sierra Leone,SLE,2012,0.9134376
Sierra Leone,SLE,2013,1.5489889
Sierra Leone,SLE,2014,0.8831677
Sierra Leone,SLE,2015,0.6252079
Sierra Leone,SLE,2017,4.8378572
Sierra Leone,SLE,2018,5.109493
Sierra Leone,SLE,2019,4.966377
Sierra Leone,SLE,2020,5.0931697
Sierra Leone,SLE,2021,5.089811
Slovakia,SVK,2005,16.887695
Slovakia,SVK,2006,16.17063
Slovakia,SVK,2007,16.905354
Slovakia,SVK,2008,17.270468
Slovakia,SVK,2009,18.458427
Slovakia,SVK,2010,17.563522
Slovakia,SVK,2011,19.80325
Slovakia,SVK,2012,21.295582
Slovakia,SVK,2013,20.682306
Slovakia,SVK,2014,22.565956
Slovakia,SVK,2015,22.91395
Slovakia,SVK,2016,23.363531
Slovakia,SVK,2017,24.41266
Slovakia,SVK,2018,25.077023
Slovakia,SVK,2019,26.052053
Slovenia,SVN,1998,22.667873
Slovenia,SVN,1999,24.078865
Slovenia,SVN,2000,22.699614
Slovenia,SVN,2001,22.516127
Slovenia,SVN,2002,22.595205
Slovenia,SVN,2003,22.785423
Slovenia,SVN,2004,22.974102
Slovenia,SVN,2005,23.63647
Slovenia,SVN,2006,24.212313
Slovenia,SVN,2007,25.022825
Slovenia,SVN,2008,26.171677
Slovenia,SVN,2009,25.849733
Slovenia,SVN,2010,24.765089
Slovenia,SVN,2011,24.587503
Slovenia,SVN,2012,24.044462
Slovenia,SVN,2013,23.584309
Slovenia,SVN,2014,24.33934
Slovenia,SVN,2015,25.000643
Slovenia,SVN,2016,26.244568
Slovenia,SVN,2017,27.201187
Slovenia,SVN,2018,28.122952
Slovenia,SVN,2019,28.4146
Slovenia,SVN,2020,24.828543
Slovenia,SVN,2021,26.70127
Slovenia,SVN,2022,27.325634
South Africa,ZAF,2005,10.252265
South Africa,ZAF,2006,11.074643
South Africa,ZAF,2007,11.274353
South Africa,ZAF,2008,11.8752775
South Africa,ZAF,2009,10.70976
South Africa,ZAF,2010,10.837909
South Africa,ZAF,2011,11.753893
South Africa,ZAF,2012,12.018764
South Africa,ZAF,2013,12.050376
South Africa,ZAF,2014,12.384243
South Africa,ZAF,2015,11.203463
South Africa,ZAF,2016,11.011264
South Africa,ZAF,2017,9.992165
South Africa,ZAF,2018,10.637572
South Africa,ZAF,2019,13.091588
South Africa,ZAF,2020,7.587219
South Korea,KOR,2011,4.1646614
South Korea,KOR,2012,4.631088
South Korea,KOR,2013,4.5375414
South Korea,KOR,2014,4.558851
South Korea,KOR,2015,4.621066
South Korea,KOR,2016,5.1054783
South Korea,KOR,2017,5.44417
South Korea,KOR,2018,5.1819396
South Korea,KOR,2019,5.323768
South Korea,KOR,2020,3.6811724
South Korea,KOR,2021,3.764822
Spain,ESP,1996,39.13456
Spain,ESP,1997,40.50295
Spain,ESP,1998,41.510426
Spain,ESP,1999,43.43073
Spain,ESP,2000,46.76681
Spain,ESP,2001,47.422848
Spain,ESP,2002,49.691776
Spain,ESP,2003,50.88123
Spain,ESP,2004,51.74647
Spain,ESP,2005,53.35704
Spain,ESP,2006,55.89404
Spain,ESP,2007,56.5897
Spain,ESP,2008,56.73963
Spain,ESP,2009,46.284798
Spain,ESP,2010,45.944115
Spain,ESP,2011,45.978558
Spain,ESP,2012,44.174797
Spain,ESP,2013,44.462795
Spain,ESP,2014,47.154007
Spain,ESP,2015,49.745434
Spain,ESP,2016,52.378666
Spain,ESP,2017,53.571053
Spain,ESP,2018,55.312046
Spain,ESP,2019,56.361614
Spain,ESP,2020,48.945583
Spain,ESP,2021,49.596035
Spain,ESP,2022,55.06668
Sri Lanka,LKA,2008,2.4870358
Sri Lanka,LKA,2009,2.5086677
Sri Lanka,LKA,2010,2.635316
Sri Lanka,LKA,2011,2.7505283
Sri Lanka,LKA,2012,3.2027268
Sri Lanka,LKA,2013,5.267143
Sri Lanka,LKA,2014,6.023449
Sri Lanka,LKA,2015,6.255415
Sri Lanka,LKA,2016,6.66864
Sri Lanka,LKA,2017,7.0795164
Sri Lanka,LKA,2018,7.594578
Sri Lanka,LKA,2019,7.745994
Sri Lanka,LKA,2020,7.80035
Sri Lanka,LKA,2021,7.8192534
Sri Lanka,LKA,2022,8.34247
Sweden,SWE,2015,13.878284
Sweden,SWE,2016,13.947
Sweden,SWE,2017,28.276382
Sweden,SWE,2018,28.205276
Sweden,SWE,2019,27.677462
Sweden,SWE,2020,23.605133
Sweden,SWE,2021,22.80116
Switzerland,CHE,2001,20.914843
Switzerland,CHE,2002,20.621168
Switzerland,CHE,2003,20.328503
Switzerland,CHE,2004,20.26012
Switzerland,CHE,2005,20.190397
Switzerland,CHE,2006,20.354162
Switzerland,CHE,2007,20.67675
Switzerland,CHE,2008,20.767483
Switzerland,CHE,2009,20.420635
Switzerland,CHE,2010,20.438393
Switzerland,CHE,2011,19.432392
Switzerland,CHE,2012,19.655134
Switzerland,CHE,2013,20.20173
Switzerland,CHE,2014,20.351685
Switzerland,CHE,2015,19.932873
Switzerland,CHE,2016,19.874414
Switzerland,CHE,2017,20.030975
Switzerland,CHE,2018,20.491705
Switzerland,CHE,2019,20.311165
Switzerland,CHE,2020,17.373875
Switzerland,CHE,2021,18.15681
Taiwan,TWN,2010,5.868917
Taiwan,TWN,2011,6.230375
Taiwan,TWN,2012,6.626414
Taiwan,TWN,2013,6.8540335
Taiwan,TWN,2014,7.3148465
Taiwan,TWN,2015,7.8710513
Taiwan,TWN,2016,8.356603
Taiwan,TWN,2017,4.261
Taiwan,TWN,2018,4.294293
Taiwan,TWN,2019,4.443668
Taiwan,TWN,2020,4.3484764
Taiwan,TWN,2021,4.2490277
Taiwan,TWN,2022,4.3424225
Tajikistan,TJK,2012,2.320913
Tajikistan,TJK,2013,2.3610353
Tajikistan,TJK,2015,2.4063382
Tajikistan,TJK,2016,2.4138181
Tajikistan,TJK,2017,2.4323287
Tajikistan,TJK,2018,2.5678642
Thailand,THA,2013,58.263203
Thailand,THA,2014,58.24141
Thailand,THA,2015,59.0878
Thailand,THA,2016,60.086224
Trinidad and Tobago,TTO,2012,19.945648
Trinidad and Tobago,TTO,2013,19.466848
Trinidad and Tobago,TTO,2014,19.35073
Trinidad and Tobago,TTO,2015,19.241682
Trinidad and Tobago,TTO,2016,19.832571
Trinidad and Tobago,TTO,2017,16.259995
Trinidad and Tobago,TTO,2018,15.98072
Trinidad and Tobago,TTO,2019,34.884552
Trinidad and Tobago,TTO,2020,26.73822
Trinidad and Tobago,TTO,2021,29.642775
Trinidad and Tobago,TTO,2022,36.298683
Turkey,TUR,2012,14.628205
Turkey,TUR,2013,16.07266
Turkey,TUR,2014,15.992587
Turkey,TUR,2015,17.09696
Turkey,TUR,2016,17.697037
Turkey,TUR,2017,18.270739
Turkey,TUR,2018,19.498682
Turkey,TUR,2019,19.611593
Turkey,TUR,2020,15.739034
Turkey,TUR,2021,16.577023
Turkey,TUR,2022,19.389269
Uganda,UGA,2010,14.099683
Uganda,UGA,2011,14.609705
Uganda,UGA,2012,13.85951
Uganda,UGA,2013,15.59553
Uganda,UGA,2014,16.279465
Uganda,UGA,2015,31.253794
Uganda,UGA,2019,13.337485
Uganda,UGA,2021,13.304152
Uganda,UGA,2022,12.909975
United Arab Emirates,ARE,2017,25.881683
United Arab Emirates,ARE,2018,62.03146
United Arab Emirates,ARE,2019,67.712715
United Arab Emirates,ARE,2020,46.78559
United Arab Emirates,ARE,2021,51.97172
United Kingdom,GBR,2007,44.315624
United Kingdom,GBR,2008,44.226654
United Kingdom,GBR,2009,42.370052
United Kingdom,GBR,2010,41.622
United Kingdom,GBR,2011,42.068604
United Kingdom,GBR,2012,42.361427
United Kingdom,GBR,2013,42.07065
United Kingdom,GBR,2014,44.73844
United Kingdom,GBR,2015,42.77623
United Kingdom,GBR,2016,41.62635
United States,USA,1998,21.76343
United States,USA,1999,21.977116
United States,USA,2000,22.162354
United States,USA,2001,21.25075
United States,USA,2002,20.592646
United States,USA,2003,20.066736
United States,USA,2004,20.105011
United States,USA,2005,19.985476
United States,USA,2006,19.756577
United States,USA,2007,18.540945
United States,USA,2008,17.801382
United States,USA,2009,15.947857
United States,USA,2010,15.798896
United States,USA,2011,16.254673
United States,USA,2012,16.548002
United States,USA,2013,17.050653
United States,USA,2014,17.245413
United States,USA,2015,17.442497
United States,USA,2016,17.587025
United States,USA,2017,17.56385
United States,USA,2018,18.214838
United States,USA,2019,17.969742
United States,USA,2020,11.451344
United States Virgin Islands,VIR,2000,79.74952
United States Virgin Islands,VIR,2001,83.106064
United States Virgin Islands,VIR,2002,82.17132
United States Virgin Islands,VIR,2003,77.449234
United States Virgin Islands,VIR,2004,80.88085
United States Virgin Islands,VIR,2005,80.792786
United States Virgin Islands,VIR,2006,79.9624
United States Virgin Islands,VIR,2007,81.85608
United States Virgin Islands,VIR,2008,81.17153
United States Virgin Islands,VIR,2009,75.28614
United States Virgin Islands,VIR,2010,78.21303
United States Virgin Islands,VIR,2011,80.35257
United States Virgin Islands,VIR,2012,79.50569
United States Virgin Islands,VIR,2013,79.511086
United States Virgin Islands,VIR,2014,80.09841
United States Virgin Islands,VIR,2015,81.386536
United States Virgin Islands,VIR,2016,86.19896
United States Virgin Islands,VIR,2017,77.07915
United States Virgin Islands,VIR,2018,55.168602
Uruguay,URY,2008,36.94353
Uruguay,URY,2009,38.31584
Uruguay,URY,2010,40.25816
Uruguay,URY,2011,44.186222
Uruguay,URY,2012,28.722149
Uruguay,URY,2013,29.86248
Uruguay,URY,2014,32.505627
Uruguay,URY,2015,32.48197
Uruguay,URY,2016,33.439075
Uruguay,URY,2017,33.45193
Uruguay,URY,2018,33.92213
Uruguay,URY,2019,37.207058
Uzbekistan,UZB,2014,1.3995966
Uzbekistan,UZB,2015,1.3821431
Uzbekistan,UZB,2016,1.4479984
Uzbekistan,UZB,2017,1.5588087
Uzbekistan,UZB,2018,1.5444735
Uzbekistan,UZB,2019,1.5531765
Zambia,ZMB,2012,2.9699004
Zambia,ZMB,2013,3.7234235
Zambia,ZMB,2014,3.5861504
Zambia,ZMB,2015,3.4969623
Zambia,ZMB,2016,3.4763813
Zambia,ZMB,2017,3.2879949
Zambia,ZMB,2018,3.2213407
Zambia,ZMB,2019,3.139489
Zambia,ZMB,2020,4.83242
